doc_id,chunk_id,chunk_file,source_url
DOC003,DOC003_chunk_24,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_24.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_25,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_25.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_26,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_26.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_27,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_27.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_28,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_28.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_29,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_29.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_30,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_30.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_31,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_31.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_32,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_32.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_33,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_33.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_34,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_34.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_35,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_35.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_36,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_36.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_37,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_37.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_38,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_38.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
DOC003,DOC003_chunk_39,/Users/balupillai/Development/TaxTech/TP/TP1-Intercompany-Price-Policy/kb_text_chunks/DOC003_chunk_39.txt,https://www.oecd.org/content/dam/oecd/en/publications/reports/2015/10/transfer-pricing-documentation-and-country-by-country-reporting-action-13-2015-final-report_g1g58cf0/9789264241480-en.pdf
